donor,recipient,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
NZL,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12811327.96,3610089.47,6919699.01,427434.68,3304574.29,,,,,,,,,,3864084.14,,,,,,,3333442.88,5214394.64,7026787.04,6607252.58,14970047.75,11324680.07,5871576.01,8873769.45,,
NZL,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72324.01,77961.44,68672.68,29345.33,,
NZL,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9099.73,33561.72,,3508.99,,,,,,
NZL,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635375.42,310344.3,736433.84,,824724.08,,,,,,,,,,1930757.74,,,,,,,1493872.1,2450378.65,1774765.34,2420891.67,881936.29,4441598.05,7914952.33,1445943.07,,
NZL,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192679.93,497953.05,208638.61,472309.52,153551.55,657057.52,142615.87,198711.7,,
NZL,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90997.29,258052.35,142745.25,57547.37,20561.95,31275.27,53385.62,52539.4,,
NZL,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226333.91,141019.13,,,,,,
NZL,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771160.9,2800576.9,1075123.91,,542245.44,,,,,,,,,,4499393.35,,,,,,,3868884.56,5274911.58,3953298.17,6392769.29,11340892.16,5019356.79,13830601.08,38326627.59,,
NZL,VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26540.87,,10766.18,10526.96,8567.48,,,,,
NZL,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161023.3,,,,,,,2694972.55,7252436.83,3030767.7,6439123,6981580.86,8969804.27,6934523.32,3975680,,
NZL,WLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26542.57,,,,,,,,55936.2,53830.92,,102809.75,49382,47665.73,46910.18,,
NZL,"West Indies, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71774.56,,,,,,,
NZL,YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86033.32,,,,,,
NZL,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184085.55,,,,,,,369549.83,226669.91,587697.31,509518.83,824379.34,760201.19,2973869.87,806716.29,,
NZL,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316798.38,,,,,,,284375.62,919783.77,806734.25,1163327.17,1078380.92,635859.26,5277367.61,180280.84,,
NOR,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6334.97,51960.97,,14498.35,,,,,,12629340.85,18804760.27,15128622.11,12969809.89,16330449.94,16362168.4,14551996.67,11971546.09,68138226.71,99325703.87,101229755.32,91485662.54,69922123.44,112455217.99,89741291.56,169806493.86,145082906.96,,
NOR,"Africa, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,1390911.45,,1113832.46,3668099.44,69795.04,,,,7530003.82,1275821.44,,777081.89,7442370.01,360489.78,43712159.02,3930989.05,3742902.02,,2104203.77,19313541.62,19814264.61,,42969631.26,31642342.93,49237219.83,71601870.41,101606751.55,43840283.16,81067422.06,136497729.83,129520922.32,99439840.26,60408104.29,141910291.2,52146312.46,200256650.95,37758440.04,,
NOR,ALB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142278.01,666732.31,1415400.39,957367.26,2416466.5,4445059.82,12814171.36,21737779.21,3855419.4,21787611.47,7813557.62,10952600.06,7922712.97,6237854.71,5775766.65,3575906.37,1908731.05,,
NOR,DZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,7225680.72,,,,,,,,,,,,,,,,,,,,,285211.96,262709.1,106256.74,2969246.82,1911434.43,791492.29,661082.36,,5078649.77,2141540.55,893207.05,1182065.12,1253699.59,53499.57,914478.21,,
NOR,"America, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,2077710.05,,1876612.68,,,,,,,,217782.23,,,,375542.51,,,,4452574.7,303017.07,2633223.35,5972686.58,2691075.72,4850439.57,8737800.83,13974951.43,11390763.77,1166224.97,1872001.59,4638419.93,1147639.35,435441.37,913639.24,4333091.37,22401589.3,9461434.02,22387422.75,,
NOR,AGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220068.03,561036.17,462175.1,,,404710.9,,848886.27,480074.2,379063.92,6712026.89,,,,34447284,,10861713.04,24375804.44,48314618.7,38589754.14,39384126.79,32590689.54,66207587.47,41885193.19,34910978.54,45663418.16,23372251.65,22553798.33,33438025.24,20549482.69,19992121.2,15233968.13,18429738.63,,
NOR,ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100574.32,,,,,,,,,,,,,
NOR,ARG,,,,,,,,,,,,,,,,,,,,,,,,,,,5771.42,42450.87,29040.88,33879.85,31336.55,24159.45,30473.08,17952.34,,,,9692.98,,,,,,,,,,54620.99,18149.85,14932.94,,,16273.25,,53866.8,156206.47,557401.32,40585.46,,27537.92,38072.84,95534.96,47782.87,,
NOR,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626360.27,2805448.6,3281927.96,4116574.29,4726993.23,4658066.15,1764306.65,2811350.02,3261211.87,5072205.08,4626027.99,6288554.49,5761792.97,4604821.96,4852106.01,5420628.67,,
NOR,"Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,69257,349171.09,1486554.61,,,,,,42719.38,1691211.76,1478465.29,6074703,645370.33,1631112.03,1619924.93,103284.29,1399113.68,4242568.16,13147231.63,6605772.15,22896808.65,11954872.45,15752055.14,25326816.22,21793122.24,12663418.88,24046835.92,16032226.42,18720392.02,18963529.85,37211705.47,19193676.58,89364828.34,29961770.89,40280560.37,31720082.02,13929067.76,,
NOR,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4074607.15,4012269.72,2386781.28,4143205.73,4665726.92,4711519.45,2768421.02,4435979.29,4041371.56,7552482.56,7407529.55,7520523.09,6307732.17,5295136.82,4120840.8,4486087.54,,
NOR,BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,22127612.02,46374876.86,84026906.97,9537378.37,47627992.85,34713606.63,23680125.25,22136361.77,67513508.67,39903146,,22537455.34,70856692.31,148599119.75,42807911.07,15511001.59,56015475.42,85425225.77,26329150.35,93314107.03,65704091.73,103484809.97,32359458.06,24812182.93,61099237.75,10217375.41,43122797.74,26546578.71,44944447.98,18588455.06,104696823.59,45443078.66,12022618.07,28749241.93,29357827.11,3810943.76,4460889.23,,
NOR,BRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29623.39,,,,,,508539.02,,,,,,,,,,,,
NOR,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283523.43,,,,204985.38,2475880.76,3426178.63,6228001.72,,
NOR,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279774.05,,326954.3,,,,,,,,,
NOR,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169025.16,,,,,,2887830.52,585977.32,1180931.82,1292397.67,9111996.52,,,,6383406.86,3143038.39,5583769.35,,87008346.81,,89884.98,636032.55,35508.58,167804.6,,,197940.24,,321796.91,297516.16,77562.47,,,,,,
NOR,BTN,,,,,,,,,,,,,,,,,,,,,,,,,,,28857.08,109288.42,82144.21,76999.66,12107.3,,201884.18,112202.15,,1595482.8,2981469.43,467600.13,26372075.89,19992816.46,6771349.86,65926.14,8617599.27,584093.6,13455242.55,1212068.28,1564411.35,1325746.43,510212.51,460432.26,235378.85,349976.96,747077.89,2251211.58,4356297.48,691945.84,3595581.18,199138.63,38123.34,336478.93,370911.81,5502813.39,324737.35,,
NOR,"Bilateral, unspecified",,,,,,,,,,,,,,,,,,,,,,,,,,,836855.43,748223.75,2328007.08,3306751.73,427316.57,,,,9953617,9215459.72,3239127.28,14155346.89,28043976.63,68305912.86,20396035.36,146201084.95,170173071.86,210163126.9,170343774.9,187531978.37,65545559.67,317487476.15,267329174.3,335125275.06,257706172.16,309995820.37,359642982.89,412479418.35,401198722.03,285030217.13,246072088.95,258349436.31,376388379.38,994497650.64,1153563107.01,1080054595.98,2022285463,,
NOR,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,5771.42,104772.38,53933.07,64679.72,47004.82,,83166.12,888080,,1052248.35,6714440.93,6923332.71,9015981.68,4608801.69,1344456.37,,,,,,5666954.96,4636253.43,4241015.5,5367561.66,7302662.35,8176882.32,18868002.2,607393.37,405164.81,5772655.97,1038726.97,288462.35,143983.61,3917613.01,5788092.15,2787168.72,2314518.33,,
NOR,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5440634.29,,49494388.06,93599996.23,64807487.24,28645760.27,24641325.05,31452441.08,28434323.75,21106715.74,20091349.54,21149465.08,17247767.66,33857029.58,13149219.53,,
NOR,BWA,,,,,,,,,,,,,,,,,,,,,,,,,,,2406680.8,68449776.63,24892185.75,33879.85,257814.33,41607945.57,1102109.85,29863723.7,4412128.04,28032682.92,,26274297.05,41121461.34,31955088.04,836660.63,51590940.08,18759723.99,23710203.63,44213158.3,16708361.3,24781152.63,5279237.48,25770197.41,4815596.04,9695994.5,2450923.08,4943220.52,442340.4,3113987.45,2423723.88,2739660.72,9284166.82,718282.12,710306.17,296457.31,213447.25,633038.04,,
NOR,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,10838.52,,,,,274892.61,,,97130.62,,660816.79,195794.97,705817.01,58700.62,,,,,,2560053.57,3767364.08,3731667.24,3727703.83,3576951.47,4340690.25,6302743.13,11339803.12,3258378.56,2732777.41,2560515,1907764.87,1098579.3,1845384.71,18589128.33,8279477.85,115416507.22,,
NOR,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924909.8,,1417929.43,,,,,,,
NOR,BFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590570.09,,,,652631.87,,,,,7918715.2,,3733779.57,10785354.81,,,,18050978.52,6060341.42,,6745989.18,73751.78,1464810.62,1703335.84,1160264.45,3281748.51,27042.65,16800.82,460496.36,2817634.42,,82687.61,231662.73,97842.66,409500.27,1395578.49,,
NOR,BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348105.34,,484649.13,,,,,,,,,651714.63,2636947.06,9893974.24,9163569.86,9538626.92,10624281.23,12203292.67,9252956.31,9826947.26,17398234.15,18247924.12,15325934.27,11623884.75,14458439.52,21083335.99,24460732.69,22709310.65,,
NOR,KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124719.76,,,141447.28,,,,,,7628615.99,9923209.09,9372238,8392864.32,9651339.77,11030644.86,20387500.76,9268627.44,6956230.29,4945848.6,2011391.63,3871329.67,2695233.4,2283237.62,2099844.64,10195060.22,3162141.63,,
NOR,CMR,,,,,,,,,,,,,,,,,,,,,,,,,,,109656.92,998047.15,432294.29,44659.8,35609.71,3476276.75,3545670.23,8415161.1,,68800.85,,,123501.44,,630501.24,,,,,,996234.68,1000395.32,859669.19,738903.91,914883.96,1034478.77,2890389.07,118117.03,1996510.09,8098394.91,3075623.05,1440265.65,1579736.17,1313558.68,186514.72,369022.04,342202.63,,
NOR,CPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20743.49,1539993.25,,,,,,12682637.82,,89197.67,,1175098.14,56578.91,,55854.81,,,,936099.2,,,159837.75,39543.65,42018.92,116514.43,69350.55,458381.1,44197.09,103121.95,,,7745.04,,38213.98,,,
NOR,CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37106.65,18437.95,483661.28,105718.73,49609.43,39666.04,614505.81,,,335667.04,669791.94,1447835.41,6231314.46,1130676.92,1069991.49,637104.99,,
NOR,"Central Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9019493.31,3396676.69,,
NOR,TCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11164951.03,,,,,,,263792.56,,,,,,,,,,346297.46,126162.61,291261.92,396275.93,278688.56,301180.79,882569.47,29680.96,12370.45,,77341.46,,2124640.37,1738847.4,4001766.35,3722463.11,2172528.03,,
NOR,CHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31674.86,169437.95,1186090.99,818272.49,,,,5879346.49,4210610.68,2216718.45,6386499.96,2781536.88,2396183.5,2273087.12,2272817.06,6750190.6,2331257.62,149791.85,434806.48,374855.28,78898.13,160711.6,,548760.71,111188.93,12040.96,,
NOR,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879768.83,1180931.82,43156997.86,5715706.91,8296072,12306620.26,14260953.01,10767181.56,8632593.53,26669037.33,24598002.23,19209327.63,44078248.81,18046138.83,32294138.02,29467010.67,17964851.44,41162917.88,19662349.04,38401912.58,15711127.66,18628331.39,13464279.15,9541420.41,15730347.09,24132089.27,19113904.31,49576701.71,,
NOR,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79447.57,222510.52,142154.51,,,,,,339187.84,1022065.6,1723083.6,4145273.02,6947038.55,13033998.66,14413363.84,10889022.32,54965905.73,10566189.45,11412745.35,8428937.28,8418182.9,10978335.15,12153282.18,7881690.95,11414974.68,,
NOR,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34851.19,,,31042.17,,,917135.57,,,
NOR,COD,,,,,,,,,,,,,,,,,,,,,,,,,,,1235861.64,1367460.08,892799.73,202509.11,247131.42,,716752.32,68443.31,172907.72,917344.71,,1063087.52,2986626.3,532584.8,1792136.99,,,,,,1749557.55,2612308.24,3489669.22,11235376.76,15110245.99,5400109.26,6305369.73,9893210.49,6387833.41,24875490.83,27335067.01,23927680.77,20165167.1,23055777.45,20961879.26,29720461.74,32275422.26,,
NOR,COG,,,,,,,,,,,,,,,,,,,,,,,,,,,,102062.74,87122.65,167859.27,109677.92,89255.75,102846.66,42075.81,,845845.79,,2771.55,197677.61,,,,,,,,121455.91,119928.7,58770.95,58072.54,1428144.35,1098455.96,2878025.49,3674722.76,440238.2,222217.55,1125993.8,2367539.46,3174933.08,1103065.72,680217.24,,6371.05,,
NOR,CRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760696.55,4795847.1,789662.68,49152.93,,414921.45,,,,983496.63,1664455.94,2650166.54,1291975.69,2943688,226088.91,1738550.24,590673.1,17931.11,881743.15,,6336404.48,6242015.89,3272020.97,12340.98,,51084.67,,
NOR,CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995687.43,,,,,,,364689.49,153367.77,,539942.27,466627.68,,,,,902548.93,,348371.09,25453678.45,21304757.56,243075.05,200677.28,251571.36,606947.68,109929.48,169719.87,924595.97,1300864.2,4044807.12,4542840.76,4149792.1,5372870.97,2705549.93,1338239.04,,
NOR,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443663.06,,11252453.94,28001409.92,7618078.56,8760136.96,22571024.45,25135178.7,19589225.89,20360691.32,18729881.11,16706222.05,7072910.3,6529633.03,2435174.57,,
NOR,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,2499023.48,,35678799.57,,,,,,,,,,3245678.1,2097360.64,124827.22,,,,,,183665.03,704135.81,1007748.95,3088352.84,2018339.99,1585062.19,4385925.31,397242.29,2802774.55,3540734,585896.91,1423588.68,316079.36,305154.56,331282.78,2044282.95,119178.76,,
NOR,CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985097.14,,,,,,,,,
NOR,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460500.45,,,,,,,,,
NOR,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3851.04,,17861.76,,,104640.67,,540798.09,16800.82,54344.29,,36508.65,130738.49,516335.96,,,796381.24,,
NOR,DOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633497.22,,,2181117,,,,,,558400.95,529882.98,652242.31,848135.58,782264.79,1817928.35,1917915.51,3685.94,568671.35,687407.33,473091.04,476871,425180.25,469865.72,,,,,
NOR,ECU,,,,,,,,,,,,,,,,,,,,,,,,,,,,117417.31,838036.92,,,8053.15,135859.16,,,1423683.02,,67309.08,692059.9,513631.61,1877358.97,,,,,,1205079.6,953195.66,1613896.4,2802967.81,2945060.14,4509308.1,9371821.38,97238.34,743789.78,4282522.02,723778.58,611460.49,55276.61,2101143.13,2199547.06,799609.23,352321.61,,
NOR,EGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3355479.48,,,,,,155998.69,86225.09,667910.62,700517.64,,,,,,245281.69,682168.67,321799.76,287320.8,1330764.76,208739.17,2804035.85,2041073.69,4649345.83,897293.01,295017.73,142197.44,557954.9,457473.67,300056.5,979347.94,490764.52,,
NOR,SLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128502.67,515928.94,,,,,909051.21,4861198.69,2725409.32,2788163.03,3340000.51,1706294.88,2026396.42,5075784.17,559101.36,4265885.53,2698348.84,444024.53,1094937.59,2045965.87,64197.77,95677.63,447043.98,12049.25,,
NOR,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50359.77,80744.07,,22399.41,,57471.04,118489.59,,,,,,,,,,,,
NOR,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9113044.18,19369968.77,38689147.05,10181775,3497864.18,11375200.03,10231142.26,7720726.87,5103190.68,25251634.87,40224878.34,25025128.18,27886353.99,10110718.63,14439491.46,11054438.43,7843810.34,,
NOR,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205983.82,,28407.26,,,,,,,
NOR,ETH,,,,,,,,,,,,,,,,,,,,,,,,,,,1553722.39,1983449.35,1391473.19,578267.46,1418691.02,417421.65,521216.7,,,3986852.07,1226942.15,4729452.66,463130.4,2079264.06,12126628.61,6059406.49,609720.68,1042760.79,,,21175689.55,48925268.02,59848705.78,50750143.45,35040243.78,33811949.19,65817575.99,28248125.28,27168653.84,49162977.02,66175591.96,36223871.89,33485778.75,44776998.54,57634264.39,32004249.46,42005776.14,,
NOR,"Europe, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52594564.58,31468549.49,35319251.29,31947390.97,29693940.56,24232769.54,20579085.96,18713326.11,20957811.06,25817060.1,,
NOR,"Far East Asia, regional",,,,,,,,,,,,,,,,,,,,,,,,,,,184685.34,,,,,,,,,,,,,,,,,,,,,,,,,,254.27,,,,,,,,,,3680364.42,,
NOR,FJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572439.78,,,,,,,,,,,,,20482.87,23335.53,626077.26,251519.11,48253.99,308360.01,200512.04,,76988.48,,36508.65,,,,,,,
NOR,GAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27922.25,,,,,,100477.01,208098.51,,,,19192.79,,
NOR,GMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35074.94,199378.1,22372956.07,441291.73,743723.4,6151188.42,,4787555.15,3074176.83,,409073.05,2112444.11,1329605.53,829131.34,657049.28,663364.85,548414.71,1822894.73,,71637.99,412268.56,25780.49,280672.37,235954.21,187429.95,94169.85,20125.01,103804.31,,
NOR,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314664.4,4582405.56,2011245.54,3088708.49,4620997.11,4539222.12,3086445.68,3829740.56,3358765.08,7616409.63,6685399.64,10135747.7,8191497.87,6474015.3,11929044.27,19010003.49,,
NOR,GHA,,,,,,,,,,,,,,,,,,,,,,,,,,,4045763.18,,4130443.35,,,,,,,551166.79,230051.65,1001608.2,,553054.25,17854182.44,219177.2,,,24067971.35,6060341.42,1126281.38,1175241.86,796576.85,434714.42,676815.06,1374967.58,3466800.78,5577668.07,2627357.89,613004.44,2522902.79,1498256.17,646200.4,601187.16,1585413.19,590244.77,2816721.14,,
NOR,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22001.67,,,,,,,,,
NOR,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60468.71,,,,,,,,,,,,,,,,,,,,,,,,
NOR,GTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526311.58,,,134642.58,,,,646959.03,988388.05,184225.07,2234866.97,,,,,,8461625.79,16607749.67,23135876,20970546.33,23862304.06,12292296.91,63542628.98,22766426.77,9399872.67,17261536.13,25994871.86,13852427.09,19989741.07,11945260.28,10919929.96,2972768.4,14588636.12,,
NOR,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6823150.47,36069.06,,,,,,7553965.05,,288092.89,5414572.77,11836.19,,117218.24,,5870493.82,882823.35,5119429.63,2217713.36,1359419.21,677604.89,134473.6,,,,
NOR,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,1489025.54,4516050.45,650096.77,12169796.63,6480968,8120260.36,5078847.24,140252.68,,,,,,,,,,,4512744.63,,,30279.03,,50882.6,39543.65,641940.7,67498.38,,,44197.09,25780.49,36508.65,26642.82,386391.41,671863.74,298069.06,,,
NOR,GUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21924.33,,,,,,,,,7743,27707.45,165906.97,254.27,4447856.82,,,,46716.09,,,,,,,
NOR,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25631.69,,,,,,,,,,,197884.26,2888084.87,1634927.17,1897036.22,1775967.03,2407006.54,2604786.7,3817317.12,3016056.85,2931169.81,2894184.68,9353280.6,6091268.44,8836401.47,7712547.44,8983693.22,4681989.36,,
NOR,HND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653500.36,,1470444.76,,96282.24,1318288.62,,,,,,1355862.67,1848208.08,1177435.66,2010139.4,3533372.75,7815790.68,10139965.01,185321.54,38854724.39,1042342.5,3478169.24,779325.19,,25644.69,173626.09,1290755.35,,,
NOR,HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42637.75,5807.25,,,,,,,,,,,,,,,
NOR,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493535.37,,,,,,,,,
NOR,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,28354694.26,74986180.7,51038937.66,8142733.99,47512617.37,116387490.21,110605230.55,32988553.52,38556434.16,84642137.62,,78212358.2,67473957.73,4888787.31,182159338.55,16472009.3,31484877.68,17738000.3,32692428.03,27497284.11,16013173.56,30922605.14,12350254.27,13978612.81,13080069.81,13384517.78,15629912.98,18451242.05,48316747.56,13803457.98,7168784.92,3087827.63,15269133.14,212615616.24,54590311.17,22994511.58,23609139.3,,
NOR,IDN,,,,,,,,,,,,,,,,,,,,,,,,,,,496341.85,277285.5,1248185.8,53992201.37,,,3237765.11,,854601.38,159635.97,7723148.39,4725097.37,4459230.37,10959116.85,6011509.24,,,,601699.28,23116263.3,8899163.3,604689.99,41467802.98,26006817.99,4616922.47,5681500.49,18159557.74,9279361.39,12572159.42,13106287.11,7338569.19,5718391.05,51149419.9,11989493.08,17714191.79,5634810.93,13382011.64,,
NOR,IRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119678.51,,881564.25,1714522.53,4269637.79,1835278.09,3497608.07,897251.04,1283438.98,401575.71,14652822.84,15698985.64,5171170.71,2910241.58,85954.52,1120496.78,997159.95,,
NOR,IRQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962167.78,2856618.44,9440804.13,7126053.41,9792298.07,23579392.75,44030506.88,7047655.02,11618633.84,5160397.52,88797188.7,44185718.06,30916113.75,24461932.36,14960567.6,14683626.72,11746800.14,,
NOR,ISR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87122.65,,,,,,,,,148079.98,,,,,,,,,31993.26,,,,,,,,,,,,,,,,,,
NOR,JAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11408630.24,218390.43,4892013.65,,8094218.06,,6433956.1,6400989.3,4403206.43,1001800.33,1854576.28,3095952.33,10144783.54,,,626238.51,773302.61,593471.35,545052.24,637002.42,692363.4,2539431.3,439717.93,23855129.07,891186.79,244141.79,60878.18,92843.57,347149.88,,,318552.5,,
NOR,JOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,218576.84,,,,,,,,,12192232.09,,,,254605.1,,,,,,145747.09,,2022700.2,,1364928.31,3025633.51,6129739.41,6307287.88,3755915.49,3456551.41,2236666.23,1796102.1,1605834.18,4046008.58,4785158.29,2143786.81,742338.81,,
NOR,KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187260.38,11061.44,19637.32,177563.84,2200121.86,255915.84,652643.05,749251.89,2241750.69,2090150.03,3561078.54,2913683.81,2418474.48,6621323.52,5242896.27,,
NOR,KEN,,,,,,,,,,,,,,,,,,,,,,,,,,,37612939.81,39149516.15,51240799.83,8031284.67,50423355.44,31195221.65,68848853.14,51708920.89,6995806.61,33606294.03,,83309239.21,132738821.13,16905878.68,35038258.43,38946101.82,17554368.88,98373658.59,,,4823576.97,4051452.61,5058335.02,4486794.84,4872476.65,5208177.65,12662591.38,2601863.35,4791956.17,5097541.09,16854813.51,7928738.13,9182009.48,25148142.88,6334165.75,21515716.5,17716454.65,,
NOR,KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33601.65,,,,,,,,,,
NOR,PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,46171.33,,,,,,,,,,,,,,,,,,,,,,598368.94,3552380.07,17147416.29,8957892.09,7701241.2,6436371.25,5038950.31,6282297.8,6631014.1,7689476.35,6361584.62,4251510.28,4662023.33,2544397.43,4826070.49,,
